Titulo,Autor,Genero,AnoPublicacao,Sinopse,Classificacao
A Arte da Guerra,Sun Tzu,Filosofia,1904,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 866",2.8
O Senhor das Moscas,William Golding,Aventura,1922,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 247,5.0
O Rei Leão,Roger Allers,Infantil,1908,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 766",1.2
O Lobo da Estepe,Hermann Hesse,Psicológico,1916,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 908,1.0
O Rei Leão,Roger Allers,Infantil,1997,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 454",3.7
O Senhor das Moscas,William Golding,Aventura,1912,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 744,2.4
O Senhor das Moscas,William Golding,Aventura,2005,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 995,4.9
A Revolução dos Bichos,George Orwell,Fábula,1978,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 268,2.4
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1971,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 721",2.4
O Rei Leão,Roger Allers,Infantil,1992,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 461",2.0
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1944,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 715",3.7
Dom Quixote,Miguel de Cervantes,Clássico,1962,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 154,2.7
O Alquimista,Paulo Coelho,Filosofia,1995,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 711,3.5
A Revolução dos Bichos,George Orwell,Fábula,1978,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 123,5.0
A Menina que Roubava Livros,Markus Zusak,Histórico,1960,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 806,3.2
Dom Quixote,Miguel de Cervantes,Clássico,1981,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 449,2.4
1984,George Orwell,Distopia,1988,Um regime totalitário vigia tudo e todos. Variado 79,4.7
A Revolução dos Bichos,George Orwell,Fábula,2017,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 162,2.9
1984,George Orwell,Distopia,1923,Um regime totalitário vigia tudo e todos. Variado 2,1.2
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,2010,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 865",1.8
A Culpa é das Estrelas,John Green,Romance,2004,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 132",3.6
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1967,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 512",1.2
O Senhor das Moscas,William Golding,Aventura,1994,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 79,3.1
1984,George Orwell,Distopia,1919,Um regime totalitário vigia tudo e todos. Variado 757,4.4
O Senhor das Moscas,William Golding,Aventura,1912,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 195,4.6
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1982,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 349,2.6
A Arte da Guerra,Sun Tzu,Filosofia,1902,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 718",2.6
O Código Da Vinci,Dan Brown,Mistério,1962,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 426,2.7
O Rei Leão,Roger Allers,Infantil,2021,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 624",3.9
O Rei Leão,Roger Allers,Infantil,1931,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 783",2.0
A Revolução dos Bichos,George Orwell,Fábula,2011,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 735,2.2
O Milagre da Manhã,Hal Elrod,Autoajuda,1952,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 446,4.6
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1903,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 746",4.5
O Código Da Vinci,Dan Brown,Mistério,2022,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 72,5.0
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1925,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 658,2.7
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1979,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 678",4.8
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1961,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 88",3.4
A Arte da Guerra,Sun Tzu,Filosofia,1987,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 130",3.9
A Guerra dos Tronos,George R. R. Martin,Fantasia,1939,"Em um reino medieval, várias famílias brigam pelo poder. Variado 967",1.7
A Arte da Guerra,Sun Tzu,Filosofia,1954,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 107",1.9
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1958,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 134,1.7
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1944,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 300,1.8
A Guerra dos Tronos,George R. R. Martin,Fantasia,1996,"Em um reino medieval, várias famílias brigam pelo poder. Variado 81",3.3
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1969,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 793,3.9
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1988,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 395",4.0
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1919,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 285",1.0
A Revolução dos Bichos,George Orwell,Fábula,1997,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 959,2.3
O Hobbit,J. R. R. Tolkien,Fantasia,1943,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 524,4.6
O Milagre da Manhã,Hal Elrod,Autoajuda,2023,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 395,1.4
A Guerra dos Tronos,George R. R. Martin,Fantasia,1917,"Em um reino medieval, várias famílias brigam pelo poder. Variado 581",4.7
A Culpa é das Estrelas,John Green,Romance,1968,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 549",2.5
A Culpa é das Estrelas,John Green,Romance,1949,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 283",4.0
O Milagre da Manhã,Hal Elrod,Autoajuda,1914,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 442,4.9
Dom Quixote,Miguel de Cervantes,Clássico,1978,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 706,2.7
O Lobo da Estepe,Hermann Hesse,Psicológico,1956,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 160,4.4
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1914,Uma história filosófica sobre um menino e suas aventuras. Variado 532,4.9
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1948,Uma história filosófica sobre um menino e suas aventuras. Variado 63,3.8
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1921,Uma história filosófica sobre um menino e suas aventuras. Variado 225,2.7
O Código Da Vinci,Dan Brown,Mistério,1906,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 837,4.7
O Milagre da Manhã,Hal Elrod,Autoajuda,1968,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 890,3.5
A Revolução dos Bichos,George Orwell,Fábula,1976,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 329,3.3
O Milagre da Manhã,Hal Elrod,Autoajuda,1906,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 420,1.6
A Guerra dos Tronos,George R. R. Martin,Fantasia,1960,"Em um reino medieval, várias famílias brigam pelo poder. Variado 733",4.8
A Arte da Guerra,Sun Tzu,Filosofia,2015,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 399",1.5
A Revolução dos Bichos,George Orwell,Fábula,1971,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 228,2.1
O Alquimista,Paulo Coelho,Filosofia,1991,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 852,2.0
O Milagre da Manhã,Hal Elrod,Autoajuda,1944,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 681,3.5
A Menina que Roubava Livros,Markus Zusak,Histórico,1979,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 214,1.8
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,2021,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 331,4.8
O Senhor das Moscas,William Golding,Aventura,1963,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 726,4.5
O Hobbit,J. R. R. Tolkien,Fantasia,1921,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 493,4.3
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1963,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 144,2.6
O Hobbit,J. R. R. Tolkien,Fantasia,1953,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 983,3.4
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1907,Uma história filosófica sobre um menino e suas aventuras. Variado 466,1.2
A Revolução dos Bichos,George Orwell,Fábula,1969,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 584,4.3
A Menina que Roubava Livros,Markus Zusak,Histórico,1964,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 54,2.2
O Alquimista,Paulo Coelho,Filosofia,1970,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 100,1.1
O Hobbit,J. R. R. Tolkien,Fantasia,1971,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 609,2.5
O Senhor das Moscas,William Golding,Aventura,1969,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 404,1.9
A Revolução dos Bichos,George Orwell,Fábula,1991,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 342,2.5
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1945,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 122,1.7
A Revolução dos Bichos,George Orwell,Fábula,1984,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 138,1.1
O Rei Leão,Roger Allers,Infantil,1959,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 818",3.1
A Menina que Roubava Livros,Markus Zusak,Histórico,1922,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 801,3.1
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,2009,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 31,2.2
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1931,Uma história filosófica sobre um menino e suas aventuras. Variado 74,1.1
O Lobo da Estepe,Hermann Hesse,Psicológico,1916,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 108,2.3
O Rei Leão,Roger Allers,Infantil,2012,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 687",2.9
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1966,A jornada de Frodo para destruir o anel poderoso. Variado 708,4.6
O Senhor das Moscas,William Golding,Aventura,1953,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 626,3.7
Dom Quixote,Miguel de Cervantes,Clássico,1986,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 598,4.6
O Alquimista,Paulo Coelho,Filosofia,1963,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 763,2.1
O Lobo da Estepe,Hermann Hesse,Psicológico,2021,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 889,4.9
O Código Da Vinci,Dan Brown,Mistério,1955,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 751,4.3
A Culpa é das Estrelas,John Green,Romance,1966,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 217",1.3
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1981,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 752",1.9
A Arte da Guerra,Sun Tzu,Filosofia,1906,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 50",4.8
A Revolução dos Bichos,George Orwell,Fábula,1956,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 964,2.7
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1988,A jornada de Frodo para destruir o anel poderoso. Variado 452,2.5
O Senhor das Moscas,William Golding,Aventura,1936,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 916,4.3
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1912,Uma história filosófica sobre um menino e suas aventuras. Variado 825,2.7
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1998,A jornada de Frodo para destruir o anel poderoso. Variado 605,4.9
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,2006,A jornada de Frodo para destruir o anel poderoso. Variado 693,3.6
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1982,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 784,4.6
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,2023,A jornada de Frodo para destruir o anel poderoso. Variado 744,3.2
A Menina que Roubava Livros,Markus Zusak,Histórico,1900,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 821,4.3
Dom Quixote,Miguel de Cervantes,Clássico,2019,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 32,1.9
O Código Da Vinci,Dan Brown,Mistério,1980,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 838,1.9
O Alquimista,Paulo Coelho,Filosofia,1948,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 795,2.9
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1998,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 520",2.6
O Milagre da Manhã,Hal Elrod,Autoajuda,2014,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 635,3.7
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1924,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 948",3.0
A Culpa é das Estrelas,John Green,Romance,1928,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 62",1.7
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1929,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 633",4.9
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1969,Uma história filosófica sobre um menino e suas aventuras. Variado 980,4.2
O Hobbit,J. R. R. Tolkien,Fantasia,1945,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 125,1.7
1984,George Orwell,Distopia,1912,Um regime totalitário vigia tudo e todos. Variado 951,4.6
O Alquimista,Paulo Coelho,Filosofia,1960,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 111,3.2
1984,George Orwell,Distopia,1909,Um regime totalitário vigia tudo e todos. Variado 40,2.5
