Titulo,Autor,Genero,AnoPublicacao,Sinopse,Classificacao
O Alquimista,Paulo Coelho,Filosofia,2018,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 951,4.4
O Milagre da Manhã,Hal Elrod,Autoajuda,1974,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 965,1.1
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1985,A jornada de Frodo para destruir o anel poderoso. Variado 891,1.7
O Milagre da Manhã,Hal Elrod,Autoajuda,1900,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 125,3.2
O Milagre da Manhã,Hal Elrod,Autoajuda,1906,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 553,4.0
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,2018,Uma história filosófica sobre um menino e suas aventuras. Variado 962,3.4
Dom Quixote,Miguel de Cervantes,Clássico,1952,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 270,2.7
A Guerra dos Tronos,George R. R. Martin,Fantasia,1999,"Em um reino medieval, várias famílias brigam pelo poder. Variado 116",4.1
Dom Quixote,Miguel de Cervantes,Clássico,1904,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 672,2.5
Dom Quixote,Miguel de Cervantes,Clássico,1915,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 65,4.2
1984,George Orwell,Distopia,1958,Um regime totalitário vigia tudo e todos. Variado 221,1.7
A Revolução dos Bichos,George Orwell,Fábula,1905,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 128,4.1
Dom Quixote,Miguel de Cervantes,Clássico,2008,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 785,2.7
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1930,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 480,3.8
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1987,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 603,3.7
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1971,Uma história filosófica sobre um menino e suas aventuras. Variado 152,2.6
A Revolução dos Bichos,George Orwell,Fábula,1940,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 325,5.0
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1952,A jornada de Frodo para destruir o anel poderoso. Variado 273,4.9
O Milagre da Manhã,Hal Elrod,Autoajuda,1940,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 985,2.8
A Arte da Guerra,Sun Tzu,Filosofia,1991,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 579",4.5
O Rei Leão,Roger Allers,Infantil,1936,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 741",1.2
O Alquimista,Paulo Coelho,Filosofia,1970,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 154,3.8
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1991,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 59,4.7
A Arte da Guerra,Sun Tzu,Filosofia,1932,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 774",1.3
A Menina que Roubava Livros,Markus Zusak,Histórico,2014,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 92,2.1
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1941,A jornada de Frodo para destruir o anel poderoso. Variado 952,4.6
1984,George Orwell,Distopia,1996,Um regime totalitário vigia tudo e todos. Variado 505,1.8
O Lobo da Estepe,Hermann Hesse,Psicológico,2001,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 824,1.0
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1938,Uma história filosófica sobre um menino e suas aventuras. Variado 437,2.6
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1982,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 288",4.5
O Senhor das Moscas,William Golding,Aventura,1991,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 128,4.9
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,2017,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 508",1.4
A Menina que Roubava Livros,Markus Zusak,Histórico,1916,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 519,2.5
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1934,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 288,4.3
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1948,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 871,2.8
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,2002,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 63,2.7
A Revolução dos Bichos,George Orwell,Fábula,1955,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 903,4.9
O Milagre da Manhã,Hal Elrod,Autoajuda,1930,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 285,5.0
O Milagre da Manhã,Hal Elrod,Autoajuda,1920,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 428,4.2
O Código Da Vinci,Dan Brown,Mistério,1905,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 836,2.3
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1936,A jornada de Frodo para destruir o anel poderoso. Variado 715,2.3
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1912,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 824",3.9
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1906,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 358,1.4
O Alquimista,Paulo Coelho,Filosofia,1930,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 887,1.4
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1948,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 440,3.4
O Rei Leão,Roger Allers,Infantil,1916,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 621",4.0
O Senhor das Moscas,William Golding,Aventura,1986,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 321,3.6
A Revolução dos Bichos,George Orwell,Fábula,1969,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 988,2.0
O Alquimista,Paulo Coelho,Filosofia,1968,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 674,4.0
O Rei Leão,Roger Allers,Infantil,1995,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 200",1.3
O Código Da Vinci,Dan Brown,Mistério,1982,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 563,3.3
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1956,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 735,2.4
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1942,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 981,2.4
A Guerra dos Tronos,George R. R. Martin,Fantasia,1950,"Em um reino medieval, várias famílias brigam pelo poder. Variado 23",5.0
A Guerra dos Tronos,George R. R. Martin,Fantasia,1959,"Em um reino medieval, várias famílias brigam pelo poder. Variado 481",1.6
O Rei Leão,Roger Allers,Infantil,1912,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 758",1.6
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1981,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 845,1.5
O Senhor das Moscas,William Golding,Aventura,1948,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 643,2.8
A Guerra dos Tronos,George R. R. Martin,Fantasia,1943,"Em um reino medieval, várias famílias brigam pelo poder. Variado 980",3.3
O Rei Leão,Roger Allers,Infantil,2006,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 662",1.5
A Revolução dos Bichos,George Orwell,Fábula,1974,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 195,1.2
O Rei Leão,Roger Allers,Infantil,1981,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 682",3.2
O Código Da Vinci,Dan Brown,Mistério,2017,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 54,3.0
O Senhor das Moscas,William Golding,Aventura,2018,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 944,2.7
A Revolução dos Bichos,George Orwell,Fábula,1934,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 786,3.5
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,2013,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 217,1.7
O Senhor das Moscas,William Golding,Aventura,1958,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 995,4.1
A Culpa é das Estrelas,John Green,Romance,1941,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 430",4.3
A Arte da Guerra,Sun Tzu,Filosofia,1906,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 640",5.0
O Hobbit,J. R. R. Tolkien,Fantasia,1958,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 971,3.5
O Lobo da Estepe,Hermann Hesse,Psicológico,1902,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 668,1.9
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1909,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 384",1.8
O Rei Leão,Roger Allers,Infantil,1927,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 733",1.8
1984,George Orwell,Distopia,2012,Um regime totalitário vigia tudo e todos. Variado 760,1.7
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1987,Uma história filosófica sobre um menino e suas aventuras. Variado 220,4.7
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1913,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 258,2.0
1984,George Orwell,Distopia,2016,Um regime totalitário vigia tudo e todos. Variado 115,1.1
1984,George Orwell,Distopia,1977,Um regime totalitário vigia tudo e todos. Variado 305,3.1
O Senhor das Moscas,William Golding,Aventura,1999,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 574,4.1
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1911,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 794,4.1
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1951,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 820,1.7
A Guerra dos Tronos,George R. R. Martin,Fantasia,1903,"Em um reino medieval, várias famílias brigam pelo poder. Variado 485",4.8
O Alquimista,Paulo Coelho,Filosofia,1902,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 808,3.2
O Alquimista,Paulo Coelho,Filosofia,2022,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 922,1.6
1984,George Orwell,Distopia,1972,Um regime totalitário vigia tudo e todos. Variado 228,1.8
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1929,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 220,1.1
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1943,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 817,1.9
Dom Quixote,Miguel de Cervantes,Clássico,2002,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 360,2.4
O Hobbit,J. R. R. Tolkien,Fantasia,1976,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 10,1.3
O Código Da Vinci,Dan Brown,Mistério,1924,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 220,2.8
O Código Da Vinci,Dan Brown,Mistério,1945,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 81,1.3
Dom Quixote,Miguel de Cervantes,Clássico,1918,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 229,1.9
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1977,Uma história filosófica sobre um menino e suas aventuras. Variado 304,1.8
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,2019,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 853",4.9
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,2009,A jornada de Frodo para destruir o anel poderoso. Variado 46,3.9
O Rei Leão,Roger Allers,Infantil,2021,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 546",2.6
O Código Da Vinci,Dan Brown,Mistério,1929,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 341,3.3
O Rei Leão,Roger Allers,Infantil,2010,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 232",1.0
O Código Da Vinci,Dan Brown,Mistério,1961,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 994,4.4
A Revolução dos Bichos,George Orwell,Fábula,1901,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 888,1.6
O Senhor das Moscas,William Golding,Aventura,1990,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 486,2.9
A Menina que Roubava Livros,Markus Zusak,Histórico,1997,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 623,4.1
A Arte da Guerra,Sun Tzu,Filosofia,1921,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 356",2.1
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1962,A jornada de Frodo para destruir o anel poderoso. Variado 877,3.1
O Senhor das Moscas,William Golding,Aventura,1999,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 336,2.9
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1990,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 830,3.6
O Código Da Vinci,Dan Brown,Mistério,1964,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 879,4.8
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1960,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 468,1.2
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1938,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 982",1.4
A Revolução dos Bichos,George Orwell,Fábula,1907,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 368,1.2
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1963,A jornada de Frodo para destruir o anel poderoso. Variado 872,3.2
A Arte da Guerra,Sun Tzu,Filosofia,2006,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 303",3.2
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1964,A jornada de Frodo para destruir o anel poderoso. Variado 119,1.3
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1962,A jornada de Frodo para destruir o anel poderoso. Variado 770,2.6
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,2012,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 484",2.9
O Senhor das Moscas,William Golding,Aventura,1908,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 163,2.6
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,2012,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 797,2.7
A Revolução dos Bichos,George Orwell,Fábula,1976,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 959,1.3
O Hobbit,J. R. R. Tolkien,Fantasia,1902,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 932,2.7
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1991,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 358",1.5
O Alquimista,Paulo Coelho,Filosofia,2005,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 350,3.2
O Senhor das Moscas,William Golding,Aventura,1919,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 760,2.3
